date,store id,product id,category,location,inventory level,units sold,units ordered,demand forecast,price,discount,weather condition,holiday/promotion,competitor pricing,seasonality
05-05-2022,S001,P0012,Clothing,West,158.0,34.0,187.0,31.95,16.91,15.0,Snowy,1.0,13.7,Summer
05-05-2022,S001,P0013,Electronics,South,438.0,72.0,143.0,90.82,73.02,0.0,Rainy,1.0,69.86,Winter
05-05-2022,S001,P0014,Electronics,South,168.0,26.0,43.0,45.21,35.89,0.0,Cloudy,0.0,37.07,Summer
05-05-2022,S001,P0015,Electronics,North,159.0,30.0,50.0,31.37,68.48,15.0,Rainy,1.0,66.14,Winter
05-05-2022,S001,P0016,Toys,South,170.0,43.0,35.0,38.58,30.34,20.0,Snowy,0.0,35.24,Spring
05-05-2022,S001,P0017,Electronics,North,292.0,23.0,111.0,33.83,27.68,20.0,Sunny,0.0,29.47,Winter
05-05-2022,S001,P0018,Clothing,East,229.0,187.0,112.0,196.61,10.43,15.0,Sunny,1.0,8.82,Spring
05-05-2022,S001,P0019,Toys,East,495.0,289.0,88.0,308.55,28.87,10.0,Sunny,1.0,31.35,Winter
05-05-2022,S001,P0020,Groceries,South,495.0,361.0,29.0,372.11,76.46,15.0,Cloudy,1.0,74.92,Spring
05-05-2022,S002,P0001,Electronics,East,327.0,137.0,74.0,144.42,34.83,20.0,Rainy,1.0,36.61,Winter
05-05-2022,S002,P0002,Toys,North,191.0,163.0,135.0,158.24,28.56,10.0,Rainy,0.0,29.89,Spring
05-05-2022,S002,P0003,Furniture,North,98.0,38.0,117.0,51.34,40.48,10.0,Snowy,0.0,45.12,Summer
05-05-2022,S002,P0004,Furniture,East,58.0,32.0,105.0,28.84,43.26,5.0,Cloudy,0.0,42.26,Winter
05-05-2022,S002,P0005,Furniture,South,152.0,41.0,77.0,44.11,71.67,5.0,Sunny,0.0,76.08,Summer
05-05-2022,S002,P0006,Toys,South,368.0,87.0,169.0,95.41,95.45,20.0,Cloudy,0.0,99.86,Winter
05-05-2022,S002,P0007,Groceries,South,239.0,113.0,127.0,119.32,18.25,10.0,Sunny,0.0,15.42,Spring
05-05-2022,S002,P0008,Toys,East,322.0,291.0,87.0,297.09,86.12,10.0,Snowy,1.0,87.47,Autumn
05-05-2022,S002,P0009,Furniture,West,336.0,115.0,48.0,107.81,84.13,20.0,Rainy,0.0,85.26,Winter
05-05-2022,S002,P0010,Groceries,East,201.0,17.0,50.0,7.71,36.26,15.0,Cloudy,1.0,33.86,Summer
05-05-2022,S002,P0011,Groceries,West,437.0,201.0,82.0,191.71,84.82,10.0,Cloudy,0.0,83.81,Winter
05-05-2022,S002,P0012,Electronics,West,298.0,241.0,60.0,235.91,39.71,5.0,Sunny,1.0,43.33,Spring
05-05-2022,S002,P0013,Clothing,North,102.0,98.0,134.0,111.23,12.93,15.0,Rainy,0.0,10.2,Autumn
05-05-2022,S002,P0014,Toys,North,271.0,0.0,167.0,-2.83,71.25,10.0,Snowy,0.0,69.58,Winter
05-05-2022,S002,P0015,Electronics,West,196.0,113.0,114.0,111.09,33.24,15.0,Cloudy,0.0,30.25,Autumn
05-05-2022,S002,P0016,Furniture,East,302.0,200.0,156.0,196.31,94.54,0.0,Snowy,1.0,94.88,Winter
05-05-2022,S002,P0017,Groceries,West,191.0,183.0,67.0,175.55,38.26,10.0,Cloudy,1.0,33.73,Autumn
05-05-2022,S002,P0018,Electronics,South,478.0,313.0,43.0,315.62,54.09,0.0,Rainy,0.0,49.31,Spring
05-05-2022,S002,P0019,Toys,West,122.0,90.0,61.0,92.38,30.83,0.0,Rainy,0.0,31.55,Spring
05-05-2022,S002,P0020,Toys,East,229.0,124.0,196.0,119.72,57.35,15.0,Rainy,1.0,52.86,Winter
05-05-2022,S003,P0001,Furniture,South,195.0,41.0,38.0,31.2,12.91,20.0,Rainy,1.0,10.44,Winter
05-05-2022,S003,P0002,Furniture,North,431.0,293.0,171.0,291.05,85.36,10.0,Rainy,0.0,84.92,Summer
05-05-2022,S003,P0003,Groceries,North,353.0,83.0,90.0,85.94,57.15,5.0,Cloudy,1.0,61.28,Spring
05-05-2022,S003,P0004,Clothing,North,191.0,45.0,78.0,37.92,67.2,15.0,Snowy,1.0,65.79,Spring
05-05-2022,S003,P0005,Furniture,East,87.0,75.0,183.0,79.32,67.85,10.0,Snowy,1.0,67.04,Autumn
05-05-2022,S003,P0006,Clothing,South,226.0,42.0,186.0,43.26,85.68,20.0,Rainy,0.0,87.98,Summer
05-05-2022,S003,P0007,Clothing,South,96.0,85.0,146.0,99.52,13.11,5.0,Cloudy,0.0,17.51,Autumn
05-05-2022,S003,P0008,Groceries,West,68.0,7.0,131.0,8.08,60.04,15.0,Cloudy,1.0,60.67,Autumn
05-05-2022,S003,P0009,Furniture,North,367.0,314.0,179.0,304.25,52.86,10.0,Rainy,0.0,48.49,Spring
05-05-2022,S003,P0010,Groceries,East,343.0,50.0,162.0,55.21,96.99,5.0,Snowy,1.0,97.58,Summer
05-05-2022,S003,P0011,Toys,South,225.0,60.0,200.0,51.32,33.96,10.0,Rainy,0.0,33.23,Autumn
05-05-2022,S003,P0012,Furniture,South,161.0,115.0,187.0,116.77,72.6,15.0,Sunny,1.0,70.91,Autumn
05-05-2022,S003,P0013,Clothing,East,242.0,141.0,74.0,149.15,19.65,20.0,Snowy,0.0,15.58,Spring
05-05-2022,S003,P0014,Electronics,North,175.0,174.0,148.0,174.27,92.7,0.0,Rainy,0.0,94.37,Summer
05-05-2022,S003,P0015,Groceries,West,239.0,215.0,152.0,224.78,73.14,15.0,Snowy,0.0,70.27,Winter
05-05-2022,S003,P0016,Furniture,West,322.0,294.0,184.0,292.65,61.48,15.0,Rainy,0.0,61.94,Autumn
05-05-2022,S003,P0017,Toys,West,171.0,136.0,94.0,148.67,73.18,5.0,Snowy,0.0,70.56,Autumn
05-05-2022,S003,P0018,Groceries,East,314.0,37.0,60.0,47.17,12.6,20.0,Rainy,0.0,8.68,Spring
05-05-2022,S003,P0019,Electronics,North,53.0,51.0,167.0,70.49,68.31,20.0,Rainy,0.0,70.24,Spring
05-05-2022,S003,P0020,Electronics,East,181.0,54.0,84.0,53.95,21.33,20.0,Rainy,0.0,18.66,Spring
05-05-2022,S004,P0001,Toys,North,445.0,202.0,47.0,212.84,90.57,10.0,Rainy,0.0,94.16,Spring
05-05-2022,S004,P0002,Toys,North,53.0,45.0,198.0,63.56,52.1,20.0,Cloudy,1.0,53.88,Autumn
05-05-2022,S004,P0003,Toys,North,307.0,147.0,137.0,140.14,52.01,0.0,Rainy,0.0,47.82,Autumn
05-05-2022,S004,P0004,Groceries,South,350.0,271.0,73.0,267.52,87.94,10.0,Snowy,0.0,83.88,Autumn
05-05-2022,S004,P0005,Furniture,East,434.0,296.0,120.0,298.72,32.26,5.0,Cloudy,1.0,36.14,Summer
05-05-2022,S004,P0006,Groceries,South,107.0,92.0,36.0,90.64,16.37,20.0,Sunny,0.0,18.86,Autumn
05-05-2022,S004,P0007,Toys,West,187.0,159.0,173.0,156.79,89.61,10.0,Snowy,1.0,87.32,Autumn
05-05-2022,S004,P0008,Clothing,North,154.0,84.0,36.0,83.08,71.6,15.0,Cloudy,1.0,73.55,Spring
05-05-2022,S004,P0009,Furniture,West,179.0,100.0,27.0,94.71,92.01,20.0,Cloudy,1.0,89.62,Spring
05-05-2022,S004,P0010,Clothing,South,414.0,174.0,109.0,166.05,51.14,0.0,Snowy,1.0,53.38,Autumn
05-05-2022,S004,P0011,Furniture,South,332.0,300.0,180.0,310.78,37.38,5.0,Sunny,0.0,42.24,Summer
05-05-2022,S004,P0012,Groceries,North,213.0,48.0,23.0,64.17,57.34,0.0,Sunny,1.0,61.37,Spring
05-05-2022,S004,P0013,Toys,South,252.0,164.0,59.0,177.67,58.44,0.0,Rainy,1.0,61.68,Spring
05-05-2022,S004,P0014,Electronics,East,69.0,63.0,129.0,53.77,85.19,5.0,Rainy,1.0,84.07,Winter
05-05-2022,S004,P0015,Groceries,North,90.0,55.0,54.0,49.38,10.09,10.0,Rainy,0.0,8.03,Spring
05-05-2022,S004,P0016,Furniture,East,133.0,40.0,200.0,33.45,26.84,20.0,Rainy,1.0,29.81,Spring
05-05-2022,S004,P0017,Groceries,West,342.0,82.0,179.0,89.54,78.04,20.0,Cloudy,0.0,82.53,Summer
05-05-2022,S004,P0018,Electronics,South,493.0,348.0,63.0,366.59,12.87,10.0,Cloudy,0.0,17.71,Autumn
05-05-2022,S004,P0019,Clothing,East,183.0,80.0,27.0,99.53,63.23,10.0,Cloudy,1.0,63.25,Spring
05-05-2022,S004,P0020,Toys,North,75.0,29.0,46.0,30.27,33.98,0.0,Rainy,1.0,38.19,Autumn
05-05-2022,S005,P0001,Furniture,East,415.0,306.0,42.0,297.01,74.04,10.0,Snowy,1.0,70.38,Summer
05-05-2022,S005,P0002,Electronics,North,335.0,53.0,52.0,53.89,10.25,20.0,Sunny,0.0,11.95,Summer
05-05-2022,S005,P0003,Groceries,South,466.0,422.0,50.0,421.1,34.92,20.0,Cloudy,0.0,31.37,Autumn
05-05-2022,S005,P0004,Groceries,East,424.0,373.0,42.0,363.93,84.74,10.0,Cloudy,1.0,80.12,Autumn
05-05-2022,S005,P0005,Groceries,West,212.0,22.0,102.0,18.14,82.63,0.0,Rainy,1.0,86.78,Spring
05-05-2022,S005,P0006,Electronics,South,277.0,146.0,168.0,162.9,56.31,10.0,Snowy,1.0,52.98,Summer
05-05-2022,S005,P0007,Groceries,East,130.0,2.0,93.0,6.59,18.03,10.0,Cloudy,0.0,13.92,Autumn
05-05-2022,S005,P0008,Electronics,West,231.0,61.0,139.0,54.19,16.82,15.0,Cloudy,0.0,20.84,Summer
05-05-2022,S005,P0009,Clothing,North,105.0,76.0,122.0,68.75,98.26,10.0,Cloudy,0.0,96.42,Autumn
05-05-2022,S005,P0010,Toys,South,288.0,102.0,73.0,92.33,90.76,20.0,Rainy,1.0,92.6,Spring
05-05-2022,S005,P0011,Clothing,East,248.0,93.0,196.0,90.56,64.97,0.0,Rainy,0.0,65.65,Winter
05-05-2022,S005,P0012,Clothing,East,118.0,87.0,134.0,82.93,63.88,0.0,Rainy,1.0,68.6,Summer
05-05-2022,S005,P0013,Electronics,East,357.0,343.0,45.0,348.55,51.25,20.0,Rainy,1.0,52.72,Winter
05-05-2022,S005,P0014,Toys,East,416.0,56.0,27.0,60.53,44.18,15.0,Sunny,0.0,44.85,Winter
05-05-2022,S005,P0015,Clothing,North,373.0,1.0,198.0,-1.2,41.12,5.0,Rainy,1.0,39.73,Spring
05-05-2022,S005,P0016,Clothing,East,233.0,147.0,78.0,151.64,69.52,10.0,Sunny,1.0,74.05,Winter
05-05-2022,S005,P0017,Toys,South,227.0,213.0,137.0,225.85,95.98,5.0,Snowy,0.0,98.42,Winter
05-05-2022,S005,P0018,Toys,East,438.0,208.0,42.0,207.3,35.29,15.0,Sunny,0.0,36.35,Winter
05-05-2022,S005,P0019,Groceries,East,453.0,321.0,49.0,340.01,81.36,0.0,Rainy,1.0,86.31,Autumn
05-05-2022,S005,P0020,Clothing,East,464.0,53.0,150.0,68.37,17.26,0.0,Sunny,0.0,16.82,Autumn
06-05-2022,S001,P0001,Groceries,South,253.0,26.0,79.0,40.4,87.62,10.0,Rainy,1.0,89.03,Spring
06-05-2022,S001,P0002,Toys,North,462.0,102.0,135.0,105.75,78.26,15.0,Rainy,0.0,78.71,Autumn
06-05-2022,S001,P0003,Electronics,West,169.0,156.0,37.0,154.38,83.31,15.0,Cloudy,1.0,86.84,Spring
06-05-2022,S001,P0004,Toys,North,362.0,22.0,156.0,17.52,79.52,15.0,Snowy,1.0,81.26,Spring
06-05-2022,S001,P0005,Groceries,South,496.0,390.0,154.0,391.35,69.11,15.0,Rainy,0.0,69.04,Summer
06-05-2022,S001,P0006,Groceries,South,345.0,334.0,128.0,333.83,61.31,15.0,Snowy,1.0,64.21,Winter
06-05-2022,S001,P0007,Clothing,South,420.0,198.0,90.0,191.45,52.94,15.0,Sunny,0.0,48.82,Spring
06-05-2022,S001,P0008,Furniture,East,403.0,122.0,178.0,119.69,44.66,15.0,Sunny,1.0,47.73,Spring
06-05-2022,S001,P0009,Clothing,West,59.0,39.0,60.0,52.92,15.88,20.0,Sunny,0.0,13.42,Spring
06-05-2022,S001,P0010,Electronics,South,103.0,89.0,82.0,96.79,59.98,15.0,Snowy,1.0,55.74,Spring
06-05-2022,S001,P0011,Toys,West,252.0,228.0,76.0,235.48,51.01,5.0,Sunny,1.0,50.66,Winter
06-05-2022,S001,P0012,Furniture,South,206.0,179.0,103.0,174.38,15.49,5.0,Rainy,0.0,19.34,Summer
06-05-2022,S001,P0013,Furniture,East,193.0,79.0,118.0,74.13,41.72,0.0,Snowy,1.0,42.94,Spring
06-05-2022,S001,P0014,Groceries,West,399.0,249.0,169.0,240.17,99.81,10.0,Sunny,1.0,102.66,Autumn
06-05-2022,S001,P0015,Electronics,West,414.0,268.0,72.0,276.93,31.15,20.0,Cloudy,1.0,32.48,Spring
06-05-2022,S001,P0016,Electronics,North,153.0,38.0,140.0,33.85,62.16,15.0,Rainy,0.0,58.47,Winter
06-05-2022,S001,P0017,Clothing,East,183.0,105.0,51.0,98.84,14.74,10.0,Sunny,0.0,19.72,Autumn
06-05-2022,S001,P0018,Clothing,South,386.0,169.0,142.0,170.01,50.68,15.0,Snowy,1.0,55.65,Winter
06-05-2022,S001,P0019,Groceries,North,444.0,56.0,140.0,52.61,33.05,20.0,Rainy,0.0,37.31,Spring
06-05-2022,S001,P0020,Toys,East,182.0,32.0,185.0,49.46,18.77,10.0,Rainy,0.0,17.16,Winter
06-05-2022,S002,P0001,Clothing,East,399.0,327.0,22.0,326.03,76.01,15.0,Snowy,1.0,77.85,Spring
06-05-2022,S002,P0002,Groceries,North,361.0,86.0,195.0,81.92,83.74,15.0,Snowy,0.0,82.38,Summer
06-05-2022,S002,P0003,Toys,South,414.0,282.0,189.0,298.07,47.81,5.0,Rainy,0.0,51.18,Summer
06-05-2022,S002,P0004,Clothing,West,495.0,389.0,111.0,384.69,60.35,20.0,Cloudy,1.0,55.98,Autumn
06-05-2022,S002,P0005,Furniture,North,91.0,37.0,89.0,53.12,27.76,15.0,Rainy,0.0,24.86,Spring
06-05-2022,S002,P0006,Toys,East,467.0,189.0,183.0,180.33,22.63,5.0,Sunny,0.0,20.09,Summer
06-05-2022,S002,P0007,Electronics,South,407.0,271.0,128.0,282.81,59.33,10.0,Sunny,1.0,62.17,Autumn
06-05-2022,S002,P0008,Electronics,South,329.0,324.0,175.0,342.77,83.95,15.0,Sunny,1.0,85.01,Autumn
06-05-2022,S002,P0009,Furniture,North,332.0,288.0,112.0,299.57,56.88,10.0,Snowy,1.0,58.79,Summer
06-05-2022,S002,P0010,Groceries,West,123.0,118.0,78.0,127.4,47.04,15.0,Rainy,1.0,47.31,Winter
06-05-2022,S002,P0011,Clothing,South,54.0,47.0,147.0,53.78,83.3,10.0,Snowy,0.0,80.57,Autumn
06-05-2022,S002,P0012,Toys,East,77.0,38.0,107.0,34.81,23.36,20.0,Snowy,0.0,27.34,Spring
06-05-2022,S002,P0013,Electronics,West,443.0,197.0,36.0,204.69,43.7,5.0,Snowy,0.0,44.16,Summer
06-05-2022,S002,P0014,Electronics,East,323.0,87.0,147.0,106.67,40.01,20.0,Cloudy,1.0,41.35,Spring
06-05-2022,S002,P0015,Groceries,South,487.0,116.0,72.0,121.07,97.55,5.0,Snowy,1.0,102.16,Spring
06-05-2022,S002,P0016,Toys,East,221.0,204.0,40.0,195.35,62.15,10.0,Sunny,0.0,60.97,Spring
06-05-2022,S002,P0017,Furniture,West,460.0,228.0,151.0,227.73,28.55,10.0,Snowy,1.0,25.93,Summer
06-05-2022,S002,P0018,Groceries,North,459.0,276.0,102.0,283.78,64.58,10.0,Sunny,0.0,64.02,Autumn
06-05-2022,S002,P0019,Toys,West,451.0,241.0,157.0,235.66,30.85,0.0,Rainy,1.0,30.35,Winter
06-05-2022,S002,P0020,Groceries,West,54.0,17.0,136.0,14.42,43.94,5.0,Rainy,0.0,42.82,Spring
06-05-2022,S003,P0001,Furniture,South,146.0,107.0,174.0,117.97,78.99,5.0,Cloudy,0.0,83.91,Spring
06-05-2022,S003,P0002,Electronics,East,87.0,52.0,127.0,53.65,74.27,10.0,Snowy,0.0,74.71,Summer
06-05-2022,S003,P0003,Clothing,North,264.0,171.0,85.0,165.37,32.4,10.0,Snowy,1.0,35.79,Spring
06-05-2022,S003,P0004,Furniture,East,112.0,66.0,171.0,75.0,25.82,0.0,Rainy,0.0,30.13,Spring
06-05-2022,S003,P0005,Groceries,West,265.0,217.0,90.0,231.67,74.61,0.0,Rainy,0.0,77.99,Summer
06-05-2022,S003,P0006,Electronics,East,494.0,25.0,109.0,43.56,76.75,10.0,Cloudy,0.0,78.95,Summer
06-05-2022,S003,P0007,Toys,West,339.0,326.0,167.0,339.38,81.11,20.0,Snowy,1.0,77.85,Winter
06-05-2022,S003,P0008,Electronics,North,267.0,45.0,41.0,35.25,45.89,10.0,Cloudy,0.0,45.87,Winter
06-05-2022,S003,P0009,Groceries,East,408.0,42.0,86.0,32.77,35.44,15.0,Sunny,0.0,33.2,Autumn
06-05-2022,S003,P0010,Electronics,West,236.0,25.0,119.0,34.06,25.41,0.0,Rainy,1.0,27.01,Autumn
06-05-2022,S003,P0011,Toys,South,126.0,7.0,181.0,20.92,38.63,0.0,Rainy,1.0,35.35,Autumn
06-05-2022,S003,P0012,Clothing,West,292.0,255.0,177.0,263.78,74.92,15.0,Cloudy,1.0,78.0,Winter
06-05-2022,S003,P0013,Furniture,North,119.0,52.0,141.0,42.6,10.05,0.0,Sunny,0.0,12.14,Winter
06-05-2022,S003,P0014,Clothing,South,475.0,5.0,171.0,5.09,75.22,5.0,Rainy,0.0,71.27,Spring
06-05-2022,S003,P0015,Clothing,West,331.0,113.0,170.0,118.97,24.31,0.0,Cloudy,0.0,20.56,Summer
06-05-2022,S003,P0016,Electronics,East,479.0,466.0,108.0,476.13,81.13,5.0,Sunny,0.0,78.14,Autumn
06-05-2022,S003,P0017,Toys,East,444.0,336.0,170.0,349.18,74.66,10.0,Rainy,0.0,77.83,Autumn
06-05-2022,S003,P0018,Clothing,West,99.0,28.0,38.0,37.81,28.87,20.0,Cloudy,1.0,29.84,Winter
06-05-2022,S003,P0019,Toys,East,175.0,80.0,91.0,81.09,88.03,15.0,Snowy,0.0,88.6,Autumn
06-05-2022,S003,P0020,Toys,South,218.0,147.0,93.0,150.88,33.35,0.0,Cloudy,1.0,28.64,Summer
06-05-2022,S004,P0001,Electronics,East,365.0,4.0,43.0,22.91,57.85,20.0,Snowy,0.0,57.72,Summer
06-05-2022,S004,P0002,Electronics,South,155.0,71.0,198.0,63.2,49.72,10.0,Rainy,1.0,49.5,Spring
06-05-2022,S004,P0003,Electronics,West,437.0,205.0,187.0,206.43,73.11,0.0,Cloudy,0.0,75.35,Autumn
06-05-2022,S004,P0004,Toys,East,288.0,139.0,34.0,144.53,93.64,20.0,Snowy,1.0,95.11,Spring
06-05-2022,S004,P0005,Groceries,North,79.0,26.0,153.0,17.04,89.11,5.0,Snowy,1.0,92.01,Winter
06-05-2022,S004,P0006,Furniture,West,105.0,98.0,177.0,116.71,66.69,10.0,Sunny,0.0,69.22,Summer
06-05-2022,S004,P0007,Clothing,North,349.0,110.0,172.0,104.29,13.0,0.0,Snowy,0.0,14.14,Winter
06-05-2022,S004,P0008,Toys,South,116.0,5.0,114.0,14.0,52.3,20.0,Sunny,1.0,54.71,Summer
06-05-2022,S004,P0009,Toys,West,432.0,367.0,40.0,374.87,49.42,5.0,Snowy,0.0,52.25,Summer
06-05-2022,S004,P0010,Groceries,South,379.0,15.0,141.0,19.9,55.41,5.0,Rainy,0.0,57.78,Summer
06-05-2022,S004,P0011,Groceries,West,438.0,85.0,160.0,83.25,67.43,20.0,Sunny,1.0,66.1,Autumn
06-05-2022,S004,P0012,Groceries,East,458.0,250.0,142.0,265.29,58.78,15.0,Cloudy,1.0,61.18,Spring
06-05-2022,S004,P0013,Electronics,West,157.0,99.0,112.0,98.93,47.52,20.0,Sunny,0.0,48.96,Summer
06-05-2022,S004,P0014,Electronics,South,222.0,46.0,86.0,51.95,41.46,15.0,Rainy,1.0,40.65,Autumn
06-05-2022,S004,P0015,Groceries,South,116.0,79.0,79.0,76.69,76.47,10.0,Cloudy,1.0,76.94,Autumn
06-05-2022,S004,P0016,Electronics,West,59.0,57.0,41.0,74.31,18.21,5.0,Snowy,0.0,22.94,Autumn
06-05-2022,S004,P0017,Groceries,East,264.0,205.0,188.0,203.24,68.23,15.0,Rainy,1.0,73.01,Winter
06-05-2022,S004,P0018,Furniture,West,356.0,131.0,26.0,123.32,18.01,10.0,Rainy,0.0,17.86,Winter
06-05-2022,S004,P0019,Electronics,East,264.0,24.0,156.0,30.84,13.18,0.0,Cloudy,0.0,12.89,Spring
06-05-2022,S004,P0020,Electronics,West,86.0,76.0,70.0,81.32,17.87,10.0,Rainy,1.0,17.56,Spring
06-05-2022,S005,P0001,Clothing,East,449.0,101.0,100.0,104.27,96.33,0.0,Rainy,1.0,101.22,Spring
06-05-2022,S005,P0002,Electronics,East,358.0,320.0,29.0,322.2,59.16,20.0,Cloudy,1.0,61.49,Autumn
06-05-2022,S005,P0003,Groceries,North,156.0,62.0,160.0,75.97,62.32,0.0,Rainy,0.0,61.06,Winter
06-05-2022,S005,P0004,Toys,North,428.0,169.0,173.0,166.38,34.42,15.0,Rainy,0.0,32.72,Summer
06-05-2022,S005,P0005,Furniture,East,301.0,157.0,61.0,168.32,22.38,0.0,Rainy,0.0,26.92,Autumn
06-05-2022,S005,P0006,Toys,North,138.0,25.0,48.0,34.53,28.31,0.0,Cloudy,1.0,25.47,Spring
06-05-2022,S005,P0007,Clothing,North,206.0,56.0,133.0,72.27,94.76,15.0,Snowy,1.0,96.02,Spring
06-05-2022,S005,P0008,Electronics,East,305.0,38.0,116.0,39.51,27.08,0.0,Cloudy,0.0,31.97,Spring
06-05-2022,S005,P0009,Furniture,West,376.0,308.0,155.0,300.03,56.93,20.0,Sunny,0.0,55.69,Winter
06-05-2022,S005,P0010,Groceries,North,397.0,274.0,61.0,270.4,75.38,15.0,Cloudy,1.0,72.5,Winter
06-05-2022,S005,P0011,Groceries,East,351.0,312.0,24.0,321.71,42.59,0.0,Rainy,1.0,45.9,Winter
06-05-2022,S005,P0012,Electronics,West,179.0,86.0,120.0,97.42,16.78,0.0,Cloudy,1.0,20.02,Spring
06-05-2022,S005,P0013,Furniture,West,128.0,27.0,127.0,30.44,73.46,5.0,Snowy,0.0,73.05,Summer
06-05-2022,S005,P0014,Furniture,East,148.0,132.0,56.0,136.33,48.21,10.0,Rainy,1.0,48.53,Spring
06-05-2022,S005,P0015,Clothing,South,65.0,47.0,63.0,56.01,16.81,20.0,Cloudy,1.0,15.16,Summer
06-05-2022,S005,P0016,Clothing,North,349.0,278.0,96.0,272.23,19.87,10.0,Cloudy,1.0,23.22,Spring
06-05-2022,S005,P0017,Groceries,North,455.0,74.0,28.0,72.48,90.75,20.0,Sunny,0.0,95.72,Autumn
06-05-2022,S005,P0018,Groceries,West,447.0,211.0,71.0,206.19,84.77,20.0,Rainy,1.0,80.84,Winter
06-05-2022,S005,P0019,Toys,North,461.0,64.0,84.0,71.45,32.21,10.0,Snowy,0.0,30.22,Autumn
06-05-2022,S005,P0020,Toys,North,260.0,243.0,162.0,234.98,34.99,20.0,Sunny,1.0,38.96,Spring
07-05-2022,S001,P0001,Furniture,East,334.0,39.0,150.0,44.63,65.44,20.0,Sunny,1.0,69.95,Winter
07-05-2022,S001,P0002,Groceries,West,126.0,118.0,125.0,128.72,51.52,15.0,Rainy,1.0,47.3,Winter
07-05-2022,S001,P0003,Electronics,North,133.0,86.0,116.0,87.71,63.95,20.0,Cloudy,1.0,68.24,Summer
07-05-2022,S001,P0004,Furniture,North,411.0,56.0,190.0,48.47,96.53,0.0,Rainy,0.0,92.1,Summer
07-05-2022,S001,P0005,Clothing,East,332.0,313.0,192.0,320.81,56.94,0.0,Cloudy,1.0,61.57,Autumn
07-05-2022,S001,P0006,Electronics,East,197.0,13.0,155.0,17.41,95.47,10.0,Cloudy,0.0,93.46,Autumn
07-05-2022,S001,P0007,Electronics,West,372.0,270.0,67.0,267.47,22.43,0.0,Cloudy,1.0,25.15,Spring
07-05-2022,S001,P0008,Groceries,North,298.0,86.0,38.0,80.25,97.93,15.0,Rainy,0.0,96.48,Summer
07-05-2022,S001,P0009,Electronics,South,465.0,430.0,122.0,448.51,20.6,0.0,Rainy,0.0,17.25,Autumn
07-05-2022,S001,P0010,Groceries,East,289.0,155.0,31.0,153.27,30.26,15.0,Rainy,1.0,34.75,Autumn
07-05-2022,S001,P0011,Furniture,North,313.0,80.0,135.0,90.74,50.0,0.0,Sunny,0.0,53.18,Autumn
07-05-2022,S001,P0012,Furniture,West,285.0,70.0,193.0,73.24,68.31,10.0,Snowy,0.0,69.6,Summer
07-05-2022,S001,P0013,Groceries,West,69.0,56.0,62.0,63.33,49.04,15.0,Snowy,1.0,48.84,Winter
07-05-2022,S001,P0014,Groceries,South,369.0,60.0,68.0,52.78,21.42,0.0,Sunny,0.0,21.8,Autumn
07-05-2022,S001,P0015,Clothing,East,444.0,194.0,94.0,208.23,38.68,10.0,Rainy,1.0,40.76,Summer
07-05-2022,S001,P0016,Groceries,South,401.0,287.0,64.0,295.59,77.13,5.0,Snowy,0.0,80.81,Spring
07-05-2022,S001,P0017,Toys,North,180.0,23.0,96.0,13.66,42.0,10.0,Cloudy,1.0,46.95,Summer
07-05-2022,S001,P0018,Furniture,East,214.0,9.0,80.0,2.9,48.61,20.0,Snowy,1.0,51.89,Autumn
07-05-2022,S001,P0019,Groceries,East,413.0,200.0,43.0,219.88,32.56,20.0,Rainy,0.0,29.64,Winter
07-05-2022,S001,P0020,Groceries,South,110.0,36.0,172.0,42.57,12.28,0.0,Rainy,0.0,13.84,Summer
07-05-2022,S002,P0001,Furniture,South,231.0,90.0,124.0,100.41,30.7,5.0,Sunny,1.0,35.1,Autumn
07-05-2022,S002,P0002,Clothing,South,225.0,40.0,107.0,50.27,53.58,0.0,Rainy,1.0,53.66,Spring
07-05-2022,S002,P0003,Groceries,North,196.0,2.0,34.0,-2.35,31.03,10.0,Sunny,0.0,32.56,Autumn
07-05-2022,S002,P0004,Electronics,West,244.0,40.0,40.0,32.34,16.26,5.0,Snowy,0.0,15.19,Winter
07-05-2022,S002,P0005,Clothing,East,217.0,72.0,84.0,73.3,10.71,20.0,Sunny,0.0,7.41,Spring
07-05-2022,S002,P0006,Furniture,North,104.0,17.0,65.0,30.29,59.68,5.0,Rainy,1.0,57.41,Summer
07-05-2022,S002,P0007,Clothing,West,414.0,80.0,127.0,82.35,71.36,20.0,Sunny,0.0,67.04,Summer
07-05-2022,S002,P0008,Electronics,East,358.0,211.0,30.0,208.86,97.44,0.0,Sunny,0.0,98.5,Spring
07-05-2022,S002,P0009,Electronics,East,378.0,246.0,104.0,265.9,68.47,20.0,Rainy,1.0,69.95,Summer
07-05-2022,S002,P0010,Toys,East,363.0,346.0,128.0,338.58,55.01,0.0,Cloudy,1.0,52.69,Spring
07-05-2022,S002,P0011,Groceries,South,380.0,267.0,115.0,261.69,75.92,0.0,Cloudy,1.0,71.62,Winter
07-05-2022,S002,P0012,Clothing,West,174.0,141.0,137.0,139.79,95.21,10.0,Rainy,0.0,98.45,Winter
07-05-2022,S002,P0013,Furniture,South,227.0,94.0,58.0,96.13,75.45,5.0,Sunny,1.0,74.9,Winter
07-05-2022,S002,P0014,Groceries,South,293.0,47.0,157.0,54.09,29.24,20.0,Cloudy,0.0,28.0,Autumn
