Date,Product ID,Store ID,Actual_Demand,Predicted_Demand
2022-07-15,P0006,S001,153,131.93
2022-07-16,P0006,S001,213,140.72
2022-07-17,P0006,S001,33,140.23
2022-07-18,P0006,S001,318,133.89
2022-07-19,P0006,S001,86,133.78
2022-07-20,P0006,S001,8,132.55
2022-07-21,P0006,S001,3,126.77
2022-07-22,P0006,S001,239,124.52
2022-07-23,P0006,S001,331,143.53
2022-07-24,P0006,S001,38,139.73
2022-07-25,P0006,S001,60,119.91
2022-07-26,P0006,S001,194,130.09
2022-07-27,P0006,S001,71,132.7
2022-07-28,P0006,S001,12,126.93
2022-07-29,P0006,S001,253,121.98
2022-07-30,P0006,S001,29,123.99
2022-07-31,P0006,S001,38,136.78
2022-08-01,P0006,S001,144,134.35
2022-08-02,P0006,S001,53,133.67
2022-08-03,P0006,S001,200,125.96
2022-08-04,P0006,S001,92,131.67
2022-08-05,P0006,S001,70,129.34
2022-08-06,P0006,S001,165,129.72
2022-08-07,P0006,S001,128,131.12
2022-08-08,P0006,S001,113,130.31
2022-08-09,P0006,S001,60,131.13
2022-08-10,P0006,S001,141,134.21
2022-08-11,P0006,S001,191,126.2
2022-08-12,P0006,S001,227,127.82
2022-08-13,P0006,S001,83,126.55
2022-08-14,P0006,S001,85,128.66
2022-08-15,P0006,S001,77,123.08
2022-08-16,P0006,S001,361,131.35
2022-08-17,P0006,S001,107,133.68
2022-08-18,P0006,S001,28,136.28
2022-08-19,P0006,S001,61,133.47
2022-08-20,P0006,S001,4,123.23
2022-08-21,P0006,S001,266,128.78
2022-08-22,P0006,S001,55,129.17
2022-08-23,P0006,S001,109,129.74
2022-08-24,P0006,S001,32,135.34
2022-08-25,P0006,S001,11,125.73
2022-08-26,P0006,S001,59,123.71
2022-08-27,P0006,S001,97,128.72
2022-08-28,P0006,S001,38,137.22
2022-08-29,P0006,S001,254,132.05
2022-08-30,P0006,S001,17,133.89
2022-08-31,P0006,S001,6,119.46
2022-09-01,P0006,S001,72,124.52
2022-09-02,P0006,S001,226,126.52
2022-09-03,P0006,S001,40,138.5
2022-09-04,P0006,S001,143,136.63
2022-09-05,P0006,S001,19,131.83
2022-09-06,P0006,S001,46,118.05
2022-09-07,P0006,S001,26,120.73
2022-09-08,P0006,S001,45,127.33
2022-09-09,P0006,S001,32,120.47
2022-09-10,P0006,S001,45,127.81
2022-09-11,P0006,S001,66,123.09
2022-09-12,P0006,S001,53,126.87
2022-09-13,P0006,S001,97,133.58
2022-09-14,P0006,S001,58,129.08
2022-09-15,P0006,S001,64,127.43
2022-09-16,P0006,S001,270,131.07
2022-09-17,P0006,S001,124,138.87
2022-09-18,P0006,S001,24,123.01
2022-09-19,P0006,S001,147,120.25
2022-09-20,P0006,S001,269,132.8
2022-09-21,P0006,S001,238,136.19
2022-09-22,P0006,S001,111,142.51
2022-09-23,P0006,S001,122,130.73
2022-09-24,P0006,S001,439,132.35
2022-09-25,P0006,S001,289,135.88
2022-09-26,P0006,S001,68,127.35
2022-09-27,P0006,S001,392,131.81
2022-09-28,P0006,S001,120,137.83
2022-09-29,P0006,S001,17,127.86
2022-09-30,P0006,S001,105,124.07
2022-10-01,P0006,S001,148,132.73
2022-10-02,P0006,S001,83,134.85
2022-10-03,P0006,S001,35,134.31
2022-10-04,P0006,S001,301,130.2
2022-10-05,P0006,S001,120,143.25
2022-10-06,P0006,S001,2,128.37
2022-10-07,P0006,S001,247,124.77
2022-10-08,P0006,S001,79,138.69
2022-10-09,P0006,S001,11,127.43
2022-10-10,P0006,S001,46,124.88
2022-10-11,P0006,S001,77,126.17
2022-10-12,P0006,S001,139,138.42
2022-10-13,P0006,S001,44,121.44
2022-10-14,P0006,S001,74,120.21
2022-10-15,P0006,S001,200,131.08
2022-10-16,P0006,S001,27,132.62
2022-10-17,P0006,S001,10,118.87
2022-10-18,P0006,S001,152,128.37
2022-10-19,P0006,S001,295,129.26
2022-10-20,P0006,S001,251,132.99
2022-10-21,P0006,S001,92,138.8
2022-10-22,P0006,S001,215,136.35
2022-10-23,P0006,S001,102,123.85
2022-10-24,P0006,S001,352,139.51
2022-10-25,P0006,S001,210,132.67
2022-10-26,P0006,S001,95,134.12
2022-10-27,P0006,S001,328,135.21
2022-10-28,P0006,S001,434,143.06
2022-10-29,P0006,S001,216,136.02
2022-10-30,P0006,S001,178,140.35
2022-10-31,P0006,S001,109,134.77
2022-11-01,P0006,S001,30,132.09
2022-11-02,P0006,S001,79,121.52
2022-11-03,P0006,S001,94,122.22
2022-11-04,P0006,S001,151,124.91
2022-11-05,P0006,S001,209,129.36
2022-11-06,P0006,S001,17,122.82
2022-11-07,P0006,S001,180,119.33
2022-11-08,P0006,S001,184,129.42
2022-11-09,P0006,S001,104,130.88
2022-11-10,P0006,S001,271,129.23
2022-11-11,P0006,S001,192,138.43
2022-11-12,P0006,S001,369,131.5
2022-11-13,P0006,S001,126,134.2
2022-11-14,P0006,S001,33,140.86
2022-11-15,P0006,S001,34,120.95
2022-11-16,P0006,S001,223,128.41
2022-11-17,P0006,S001,58,123.23
2022-11-18,P0006,S001,107,124.62
2022-11-19,P0006,S001,59,129.52
2022-11-20,P0006,S001,304,132.56
2022-11-21,P0006,S001,283,137.24
2022-11-22,P0006,S001,15,128.25
2022-11-23,P0006,S001,361,134.38
2022-11-24,P0006,S001,199,132.77
2022-11-25,P0006,S001,135,132.22
2022-11-26,P0006,S001,76,125.11
2022-11-27,P0006,S001,27,135.68
2022-11-28,P0006,S001,48,137.24
2022-11-29,P0006,S001,174,123.49
2022-11-30,P0006,S001,72,123.33
2022-12-01,P0006,S001,18,122.01
2022-12-02,P0006,S001,37,130.49
2022-12-03,P0006,S001,141,130.41
2022-12-04,P0006,S001,339,127.29
2022-12-05,P0006,S001,265,131.77
2022-12-06,P0006,S001,88,130.8
2022-12-07,P0006,S001,171,121.0
2022-12-08,P0006,S001,84,126.72
2022-12-09,P0006,S001,9,131.01
2022-12-10,P0006,S001,309,117.07
2022-12-11,P0006,S001,267,128.56
2022-12-12,P0006,S001,204,135.48
2022-12-13,P0006,S001,32,129.36
2022-12-14,P0006,S001,194,131.75
2022-12-15,P0006,S001,245,127.12
2022-12-16,P0006,S001,407,135.12
2022-12-17,P0006,S001,92,140.0
2022-12-18,P0006,S001,31,125.04
2022-12-19,P0006,S001,72,128.35
2022-12-20,P0006,S001,158,121.51
2022-12-21,P0006,S001,143,127.13
2022-12-22,P0006,S001,145,128.06
2022-12-23,P0006,S001,191,135.9
2022-12-24,P0006,S001,17,131.2
2022-12-25,P0006,S001,81,129.6
2022-12-26,P0006,S001,41,132.22
2022-12-27,P0006,S001,243,134.58
2022-12-28,P0006,S001,62,144.7
2022-12-29,P0006,S001,101,129.6
2022-12-30,P0006,S001,123,123.54
2022-12-31,P0006,S001,271,133.43
2023-01-01,P0006,S001,16,137.64
2023-01-02,P0006,S001,38,134.09
2023-01-03,P0006,S001,9,134.33
2023-01-04,P0006,S001,318,136.28
2023-01-05,P0006,S001,203,146.1
2023-01-06,P0006,S001,41,125.22
2023-01-07,P0006,S001,20,124.5
2023-01-08,P0006,S001,78,123.53
2023-01-09,P0006,S001,237,136.0
2023-01-10,P0006,S001,138,137.66
2023-01-11,P0006,S001,370,127.93
2023-01-12,P0006,S001,314,142.64
2023-01-13,P0006,S001,28,141.26
2023-01-14,P0006,S001,33,125.34
2023-01-15,P0006,S001,50,125.49
2023-01-16,P0006,S001,193,129.12
2023-01-17,P0006,S001,163,130.75
2023-01-18,P0006,S001,71,128.83
2023-01-19,P0006,S001,286,129.49
2023-01-20,P0006,S001,146,125.7
2023-01-21,P0006,S001,69,130.43
2023-01-22,P0006,S001,49,123.69
2023-01-23,P0006,S001,224,128.43
2023-01-24,P0006,S001,137,131.98
2023-01-25,P0006,S001,106,123.74
2023-01-26,P0006,S001,15,135.06
2023-01-27,P0006,S001,294,130.77
2023-01-28,P0006,S001,149,131.01
2023-01-29,P0006,S001,39,129.98
2023-01-30,P0006,S001,107,137.12
2023-01-31,P0006,S001,54,122.83
2023-02-01,P0006,S001,64,122.34
2023-02-02,P0006,S001,288,125.71
2023-02-03,P0006,S001,82,139.42
2023-02-04,P0006,S001,66,138.5
2023-02-05,P0006,S001,158,129.74
2023-02-06,P0006,S001,190,141.41
2023-02-07,P0006,S001,120,127.59
2023-02-08,P0006,S001,81,121.73
2023-02-09,P0006,S001,39,119.84
2023-02-10,P0006,S001,15,122.96
2023-02-11,P0006,S001,45,133.03
2023-02-12,P0006,S001,47,124.61
2023-02-13,P0006,S001,100,119.66
2023-02-14,P0006,S001,1,127.46
2023-02-15,P0006,S001,96,133.62
2023-02-16,P0006,S001,111,137.24
2023-02-17,P0006,S001,104,137.35
2023-02-18,P0006,S001,326,123.68
2023-02-19,P0006,S001,161,137.44
2023-02-20,P0006,S001,53,130.63
2023-02-21,P0006,S001,24,124.58
2023-02-22,P0006,S001,50,130.85
2023-02-23,P0006,S001,425,131.16
2023-02-24,P0006,S001,88,140.0
2023-02-25,P0006,S001,271,125.55
2023-02-26,P0006,S001,52,143.73
2023-02-27,P0006,S001,16,123.77
2023-02-28,P0006,S001,222,127.86
2023-03-01,P0006,S001,92,123.93
2023-03-02,P0006,S001,14,133.43
2023-03-03,P0006,S001,152,123.16
2023-03-04,P0006,S001,269,140.56
2023-03-05,P0006,S001,145,137.67
2023-03-06,P0006,S001,77,123.95
2023-03-07,P0006,S001,294,122.03
2023-03-08,P0006,S001,42,144.02
2023-03-09,P0006,S001,76,125.38
2023-03-10,P0006,S001,308,132.84
2023-03-11,P0006,S001,94,142.04
2023-03-12,P0006,S001,415,123.51
2023-03-13,P0006,S001,47,142.65
2023-03-14,P0006,S001,60,124.2
2023-03-15,P0006,S001,13,120.68
2023-03-16,P0006,S001,130,133.96
2023-03-17,P0006,S001,22,129.73
2023-03-18,P0006,S001,141,128.69
2023-03-19,P0006,S001,10,133.81
2023-03-20,P0006,S001,16,127.35
2023-03-21,P0006,S001,18,127.75
2023-03-22,P0006,S001,219,133.11
2023-03-23,P0006,S001,429,136.9
2023-03-24,P0006,S001,140,137.51
2023-03-25,P0006,S001,282,128.73
2023-03-26,P0006,S001,42,135.62
2023-03-27,P0006,S001,228,127.9
2023-03-28,P0006,S001,349,132.26
2023-03-29,P0006,S001,32,138.71
2023-03-30,P0006,S001,85,134.33
2023-03-31,P0006,S001,47,123.79
2023-04-01,P0006,S001,78,120.34
2023-04-02,P0006,S001,277,130.97
2023-04-03,P0006,S001,42,144.32
2023-04-04,P0006,S001,34,117.55
2023-04-05,P0006,S001,40,129.79
2023-04-06,P0006,S001,55,122.97
2023-04-07,P0006,S001,49,126.92
2023-04-08,P0006,S001,75,134.46
2023-04-09,P0006,S001,181,129.44
2023-04-10,P0006,S001,108,127.46
2023-04-11,P0006,S001,196,130.54
2023-04-12,P0006,S001,281,134.38
2023-04-13,P0006,S001,42,141.53
2023-04-14,P0006,S001,253,126.13
2023-04-15,P0006,S001,186,134.55
2023-04-16,P0006,S001,20,134.34
2023-04-17,P0006,S001,289,128.89
2023-04-18,P0006,S001,30,144.65
2023-04-19,P0006,S001,273,129.18
2023-04-20,P0006,S001,49,124.93
2023-04-21,P0006,S001,28,125.64
2023-04-22,P0006,S001,94,137.2
2023-04-23,P0006,S001,103,138.53
2023-04-24,P0006,S001,267,120.71
2023-04-25,P0006,S001,189,141.71
2023-04-26,P0006,S001,25,128.98
2023-04-27,P0006,S001,243,119.73
2023-04-28,P0006,S001,10,140.16
2023-04-29,P0006,S001,138,119.2
2023-04-30,P0006,S001,218,132.79
2023-05-01,P0006,S001,176,140.22
2023-05-02,P0006,S001,32,138.54
2023-05-03,P0006,S001,321,136.5
2023-05-04,P0006,S001,150,144.84
2023-05-05,P0006,S001,55,126.48
2023-05-06,P0006,S001,30,123.14
2023-05-07,P0006,S001,40,131.33
2023-05-08,P0006,S001,251,127.21
2023-05-09,P0006,S001,79,129.77
2023-05-10,P0006,S001,149,130.84
2023-05-11,P0006,S001,3,138.77
2023-05-12,P0006,S001,37,128.42
2023-05-13,P0006,S001,154,124.9
2023-05-14,P0006,S001,74,128.19
2023-05-15,P0006,S001,64,122.16
2023-05-16,P0006,S001,13,123.6
2023-05-17,P0006,S001,51,129.62
2023-05-18,P0006,S001,148,124.28
2023-05-19,P0006,S001,241,132.51
2023-05-20,P0006,S001,62,132.44
2023-05-21,P0006,S001,164,126.19
2023-05-22,P0006,S001,34,135.82
2023-05-23,P0006,S001,98,132.06
2023-05-24,P0006,S001,59,132.7
2023-05-25,P0006,S001,113,128.96
2023-05-26,P0006,S001,5,133.06
2023-05-27,P0006,S001,136,122.99
2023-05-28,P0006,S001,22,133.34
2023-05-29,P0006,S001,34,133.83
2023-05-30,P0006,S001,95,130.01
2023-05-31,P0006,S001,73,131.82
2023-06-01,P0006,S001,38,126.03
2023-06-02,P0006,S001,84,129.62
2023-06-03,P0006,S001,167,127.8
2023-06-04,P0006,S001,115,128.45
2023-06-05,P0006,S001,266,136.59
2023-06-06,P0006,S001,53,126.0
2023-06-07,P0006,S001,311,134.55
2023-06-08,P0006,S001,42,131.52
2023-06-09,P0006,S001,92,126.25
2023-06-10,P0006,S001,453,124.65
2023-06-11,P0006,S001,72,143.26
2023-06-12,P0006,S001,427,126.96
2023-06-13,P0006,S001,280,138.5
2023-06-14,P0006,S001,32,136.45
2023-06-15,P0006,S001,140,128.87
2023-06-16,P0006,S001,210,138.09
2023-06-17,P0006,S001,55,135.2
2023-06-18,P0006,S001,78,123.84
2023-06-19,P0006,S001,25,130.68
2023-06-20,P0006,S001,86,124.36
2023-06-21,P0006,S001,240,126.86
2023-06-22,P0006,S001,156,134.31
2023-06-23,P0006,S001,385,140.91
2023-06-24,P0006,S001,123,139.98
2023-06-25,P0006,S001,18,137.3
2023-06-26,P0006,S001,53,126.34
2023-06-27,P0006,S001,99,128.83
2023-06-28,P0006,S001,119,136.3
2023-06-29,P0006,S001,149,138.07
2023-06-30,P0006,S001,410,127.81
2023-07-01,P0006,S001,264,137.1
2023-07-02,P0006,S001,25,142.2
2023-07-03,P0006,S001,74,133.72
2023-07-04,P0006,S001,184,127.27
2023-07-05,P0006,S001,58,126.59
2023-07-06,P0006,S001,113,131.92
2023-07-07,P0006,S001,140,132.73
2023-07-08,P0006,S001,212,130.38
2023-07-09,P0006,S001,28,126.19
2023-07-10,P0006,S001,72,131.04
2023-07-11,P0006,S001,134,133.13
2023-07-12,P0006,S001,332,127.97
2023-07-13,P0006,S001,24,141.21
2023-07-14,P0006,S001,17,125.88
2023-07-15,P0006,S001,29,126.75
2023-07-16,P0006,S001,171,128.75
2023-07-17,P0006,S001,133,135.78
2023-07-18,P0006,S001,202,124.39
2023-07-19,P0006,S001,85,138.1
2023-07-20,P0006,S001,117,133.55
2023-07-21,P0006,S001,19,132.54
2023-07-22,P0006,S001,224,133.97
2023-07-23,P0006,S001,128,137.11
2023-07-24,P0006,S001,11,132.96
2023-07-25,P0006,S001,132,131.37
2023-07-26,P0006,S001,10,136.16
2023-07-27,P0006,S001,107,128.83
2023-07-28,P0006,S001,94,123.93
2023-07-29,P0006,S001,50,136.13
2023-07-30,P0006,S001,400,123.56
2023-07-31,P0006,S001,148,134.71
2023-08-01,P0006,S001,138,129.88
2023-08-02,P0006,S001,10,132.48
2023-08-03,P0006,S001,147,117.49
2023-08-04,P0006,S001,91,138.81
2023-08-05,P0006,S001,342,124.71
2023-08-06,P0006,S001,174,142.17
2023-08-07,P0006,S001,7,141.78
2023-08-08,P0006,S001,108,128.89
2023-08-09,P0006,S001,102,129.45
2023-08-10,P0006,S001,29,137.1
2023-08-11,P0006,S001,179,133.75
2023-08-12,P0006,S001,30,142.18
2023-08-13,P0006,S001,235,128.09
2023-08-14,P0006,S001,205,130.51
2023-08-15,P0006,S001,207,124.7
2023-08-16,P0006,S001,19,132.26
2023-08-17,P0006,S001,107,116.63
2023-08-18,P0006,S001,38,121.45
2023-08-19,P0006,S001,15,124.31
2023-08-20,P0006,S001,36,124.27
2023-08-21,P0006,S001,115,133.66
2023-08-22,P0006,S001,108,137.32
2023-08-23,P0006,S001,78,139.82
2023-08-24,P0006,S001,149,127.83
2023-08-25,P0006,S001,69,138.43
2023-08-26,P0006,S001,2,127.56
2023-08-27,P0006,S001,0,120.16
2023-08-28,P0006,S001,43,118.89
2023-08-29,P0006,S001,58,126.93
2023-08-30,P0006,S001,82,134.14
2023-08-31,P0006,S001,99,126.43
2023-09-01,P0006,S001,338,128.46
2023-09-02,P0006,S001,426,135.02
2023-09-03,P0006,S001,33,139.42
2023-09-04,P0006,S001,6,135.25
2023-09-05,P0006,S001,449,131.99
2023-09-06,P0006,S001,21,144.1
2023-09-07,P0006,S001,169,130.54
2023-09-08,P0006,S001,167,126.91
2023-09-09,P0006,S001,19,123.05
2023-09-10,P0006,S001,15,131.48
2023-09-11,P0006,S001,134,127.08
2023-09-12,P0006,S001,264,130.08
2023-09-13,P0006,S001,48,133.42
2023-09-14,P0006,S001,136,119.02
2023-09-15,P0006,S001,160,134.67
2023-09-16,P0006,S001,57,140.97
2023-09-17,P0006,S001,39,127.74
2023-09-18,P0006,S001,335,135.95
2023-09-19,P0006,S001,419,144.37
2023-09-20,P0006,S001,295,146.12
2023-09-21,P0006,S001,106,143.54
2023-09-22,P0006,S001,183,135.22
2023-09-23,P0006,S001,26,133.69
2023-09-24,P0006,S001,23,123.97
2023-09-25,P0006,S001,154,125.95
2023-09-26,P0006,S001,256,134.82
2023-09-27,P0006,S001,219,131.58
2023-09-28,P0006,S001,219,129.41
2023-09-29,P0006,S001,365,129.1
2023-09-30,P0006,S001,45,143.04
2023-10-01,P0006,S001,229,130.84
2023-10-02,P0006,S001,298,127.43
2023-10-03,P0006,S001,79,135.0
2023-10-04,P0006,S001,126,135.18
2023-10-05,P0006,S001,292,138.67
2023-10-06,P0006,S001,236,144.57
2023-10-07,P0006,S001,114,144.65
2023-10-08,P0006,S001,133,134.81
2023-10-09,P0006,S001,241,134.38
2023-10-10,P0006,S001,59,127.81
2023-10-11,P0006,S001,46,123.95
2023-10-12,P0006,S001,364,121.88
2023-10-13,P0006,S001,10,137.8
2023-10-14,P0006,S001,250,122.84
2023-10-15,P0006,S001,198,127.37
2023-10-16,P0006,S001,40,134.28
2023-10-17,P0006,S001,223,118.1
2023-10-18,P0006,S001,10,137.81
2023-10-19,P0006,S001,283,124.9
2023-10-20,P0006,S001,102,132.13
2023-10-21,P0006,S001,225,134.83
2023-10-22,P0006,S001,50,131.35
2023-10-23,P0006,S001,153,134.67
2023-10-24,P0006,S001,247,128.03
2023-10-25,P0006,S001,42,127.04
2023-10-26,P0006,S001,137,136.53
2023-10-27,P0006,S001,142,133.56
2023-10-28,P0006,S001,44,125.62
2023-10-29,P0006,S001,60,132.93
2023-10-30,P0006,S001,24,121.12
2023-10-31,P0006,S001,363,132.14
2023-11-01,P0006,S001,479,142.69
2023-11-02,P0006,S001,26,149.69
2023-11-03,P0006,S001,56,126.36
2023-11-04,P0006,S001,48,136.82
2023-11-05,P0006,S001,60,124.41
2023-11-06,P0006,S001,13,131.18
2023-11-07,P0006,S001,152,131.24
2023-11-08,P0006,S001,45,130.18
2023-11-09,P0006,S001,223,126.18
2023-11-10,P0006,S001,167,135.32
2023-11-11,P0006,S001,204,123.52
2023-11-12,P0006,S001,352,133.75
2023-11-13,P0006,S001,104,139.37
2023-11-14,P0006,S001,171,127.79
2023-11-15,P0006,S001,14,137.71
2023-11-16,P0006,S001,26,127.01
2023-11-17,P0006,S001,142,128.98
2023-11-18,P0006,S001,253,134.12
2023-11-19,P0006,S001,103,137.56
2023-11-20,P0006,S001,147,127.93
2023-11-21,P0006,S001,70,120.59
2023-11-22,P0006,S001,111,131.71
2023-11-23,P0006,S001,80,128.58
2023-11-24,P0006,S001,7,121.83
2023-11-25,P0006,S001,136,135.62
2023-11-26,P0006,S001,54,135.47
2023-11-27,P0006,S001,121,121.92
2023-11-28,P0006,S001,81,130.06
2023-11-29,P0006,S001,223,125.39
2023-11-30,P0006,S001,44,138.6
2023-12-01,P0006,S001,66,126.98
2023-12-02,P0006,S001,31,130.9
2023-12-03,P0006,S001,50,127.39
2023-12-04,P0006,S001,243,128.46
2023-12-05,P0006,S001,163,130.72
2023-12-06,P0006,S001,11,124.18
2023-12-07,P0006,S001,162,118.02
2023-12-08,P0006,S001,34,125.21
2023-12-09,P0006,S001,16,123.65
2023-12-10,P0006,S001,224,127.27
2023-12-11,P0006,S001,23,128.32
2023-12-12,P0006,S001,35,134.61
2023-12-13,P0006,S001,19,125.99
2023-12-14,P0006,S001,257,134.4
2023-12-15,P0006,S001,43,142.19
2023-12-16,P0006,S001,357,128.5
2023-12-17,P0006,S001,44,140.02
2023-12-18,P0006,S001,40,128.45
2023-12-19,P0006,S001,139,118.28
2023-12-20,P0006,S001,186,137.51
2023-12-21,P0006,S001,345,126.31
2023-12-22,P0006,S001,86,144.48
2023-12-23,P0006,S001,152,129.74
2023-12-24,P0006,S001,21,131.18
2023-12-25,P0006,S001,83,134.82
2023-12-26,P0006,S001,85,128.37
2023-12-27,P0006,S001,109,128.47
2023-12-28,P0006,S001,12,133.07
2023-12-29,P0006,S001,46,127.85
2023-12-30,P0006,S001,38,129.09
2023-12-31,P0006,S001,146,126.53
2024-01-01,P0006,S001,87,130.04
2022-01-02,P0006,S002,273,132.91
2022-01-03,P0006,S002,352,137.85
2022-01-04,P0006,S002,81,138.62
2022-01-05,P0006,S002,24,132.8
2022-01-06,P0006,S002,136,132.92
2022-01-07,P0006,S002,68,133.63
2022-01-08,P0006,S002,233,132.5
2022-01-09,P0006,S002,71,130.6
2022-01-10,P0006,S002,229,132.12
2022-01-11,P0006,S002,277,133.25
2022-01-12,P0006,S002,138,134.42
2022-01-13,P0006,S002,334,135.34
2022-01-14,P0006,S002,86,133.53
2022-01-15,P0006,S002,162,138.04
2022-01-16,P0006,S002,92,137.3
2022-01-17,P0006,S002,282,137.19
2022-01-18,P0006,S002,218,132.55
2022-01-19,P0006,S002,89,134.66
2022-01-20,P0006,S002,28,130.47
2022-01-21,P0006,S002,32,134.9
2022-01-22,P0006,S002,78,130.78
2022-01-23,P0006,S002,151,128.73
2022-01-24,P0006,S002,68,137.49
2022-01-25,P0006,S002,154,129.52
2022-01-26,P0006,S002,402,137.97
2022-01-27,P0006,S002,86,139.93
2022-01-28,P0006,S002,222,133.06
2022-01-29,P0006,S002,154,138.36
2022-01-30,P0006,S002,83,133.04
2022-01-31,P0006,S002,316,135.87
2022-02-01,P0006,S002,65,134.81
2022-02-02,P0006,S002,126,136.4
2022-02-03,P0006,S002,140,133.04
2022-02-04,P0006,S002,48,129.88
2022-02-05,P0006,S002,23,129.96
2022-02-06,P0006,S002,135,132.16
2022-02-07,P0006,S002,400,132.21
2022-02-08,P0006,S002,180,138.14
2022-02-09,P0006,S002,131,135.13
2022-02-10,P0006,S002,270,129.93
2022-02-11,P0006,S002,61,134.95
2022-02-12,P0006,S002,9,136.89
2022-02-13,P0006,S002,77,131.29
2022-02-14,P0006,S002,261,132.8
2022-02-15,P0006,S002,33,135.79
2022-02-16,P0006,S002,138,131.33
2022-02-17,P0006,S002,326,136.93
2022-02-18,P0006,S002,42,136.48
2022-02-19,P0006,S002,367,136.06
2022-02-20,P0006,S002,226,132.86
2022-02-21,P0006,S002,47,131.32
2022-02-22,P0006,S002,96,135.07
2022-02-23,P0006,S002,67,137.09
2022-02-24,P0006,S002,103,135.13
2022-02-25,P0006,S002,238,130.63
2022-02-26,P0006,S002,52,129.52
2022-02-27,P0006,S002,143,128.89
2022-02-28,P0006,S002,126,133.82
2022-03-01,P0006,S002,23,132.47
2022-03-02,P0006,S002,171,129.91
2022-03-03,P0006,S002,17,128.88
2022-03-04,P0006,S002,162,127.86
2022-03-05,P0006,S002,174,133.14
2022-03-06,P0006,S002,216,133.36
2022-03-07,P0006,S002,411,138.19
2022-03-08,P0006,S002,201,137.4
2022-03-09,P0006,S002,240,130.9
2022-03-10,P0006,S002,180,135.93
2022-03-11,P0006,S002,295,129.21
2022-03-12,P0006,S002,67,134.3
2022-03-13,P0006,S002,180,133.58
2022-03-14,P0006,S002,37,131.45
2022-03-15,P0006,S002,76,134.86
2022-03-16,P0006,S002,74,133.45
2022-03-17,P0006,S002,172,137.12
2022-03-18,P0006,S002,150,135.78
2022-03-19,P0006,S002,104,128.53
2022-03-20,P0006,S002,82,137.6
2022-03-21,P0006,S002,164,130.89
2022-03-22,P0006,S002,101,135.49
2022-03-23,P0006,S002,103,134.26
2022-03-24,P0006,S002,33,130.39
2022-03-25,P0006,S002,134,135.62
2022-03-26,P0006,S002,392,134.0
2022-03-27,P0006,S002,435,131.64
2022-03-28,P0006,S002,58,141.82
2022-03-29,P0006,S002,167,128.76
2022-03-30,P0006,S002,90,135.92
2022-03-31,P0006,S002,55,129.67
2022-04-01,P0006,S002,167,131.4
2022-04-02,P0006,S002,310,132.67
2022-04-03,P0006,S002,204,137.65
2022-04-04,P0006,S002,125,130.81
2022-04-05,P0006,S002,70,136.41
2022-04-06,P0006,S002,83,131.63
2022-04-07,P0006,S002,287,129.24
2022-04-08,P0006,S002,448,134.41
2022-04-09,P0006,S002,94,137.97
2022-04-10,P0006,S002,55,135.96
2022-04-11,P0006,S002,236,127.84
2022-04-12,P0006,S002,322,136.75
2022-04-13,P0006,S002,120,136.67
2022-04-14,P0006,S002,355,135.74
2022-04-15,P0006,S002,85,134.53
2022-04-16,P0006,S002,14,129.0
2022-04-17,P0006,S002,126,134.88
2022-04-18,P0006,S002,299,133.62
2022-04-19,P0006,S002,83,139.12
2022-04-20,P0006,S002,322,133.75
2022-04-21,P0006,S002,40,138.64
2022-04-22,P0006,S002,357,129.63
2022-04-23,P0006,S002,366,137.66
2022-04-24,P0006,S002,125,137.26
2022-04-25,P0006,S002,20,131.17
2022-04-26,P0006,S002,150,135.66
2022-04-27,P0006,S002,76,133.92
2022-04-28,P0006,S002,101,134.13
2022-04-29,P0006,S002,87,132.45
2022-04-30,P0006,S002,130,136.11
2022-05-01,P0006,S002,351,136.45
2022-05-02,P0006,S002,243,135.99
2022-05-03,P0006,S002,137,132.35
2022-05-04,P0006,S002,13,131.26
2022-05-05,P0006,S002,87,126.53
2022-05-06,P0006,S002,189,136.3
2022-05-07,P0006,S002,17,133.69
2022-05-08,P0006,S002,136,130.38
2022-05-09,P0006,S002,46,137.04
2022-05-10,P0006,S002,307,128.41
2022-05-11,P0006,S002,70,133.54
2022-05-12,P0006,S002,128,134.85
2022-05-13,P0006,S002,110,131.69
2022-05-14,P0006,S002,40,137.56
2022-05-15,P0006,S002,17,127.25
2022-05-16,P0006,S002,147,132.6
2022-05-17,P0006,S002,26,133.43
2022-05-18,P0006,S002,49,130.45
2022-05-19,P0006,S002,50,135.36
2022-05-20,P0006,S002,75,130.34
2022-05-21,P0006,S002,164,135.14
2022-05-22,P0006,S002,219,130.25
2022-05-23,P0006,S002,158,131.44
2022-05-24,P0006,S002,212,128.0
2022-05-25,P0006,S002,98,130.72
2022-05-26,P0006,S002,58,129.18
2022-05-27,P0006,S002,150,127.06
2022-05-28,P0006,S002,351,133.98
2022-05-29,P0006,S002,316,137.24
2022-05-30,P0006,S002,8,132.37
2022-05-31,P0006,S002,48,132.06
2022-06-01,P0006,S002,131,129.23
2022-06-02,P0006,S002,174,131.07
2022-06-03,P0006,S002,186,132.83
2022-06-04,P0006,S002,276,131.83
2022-06-05,P0006,S002,78,136.26
2022-06-06,P0006,S002,49,127.5
2022-06-07,P0006,S002,0,132.34
2022-06-08,P0006,S002,233,136.58
2022-06-09,P0006,S002,36,133.32
2022-06-10,P0006,S002,161,132.91
2022-06-11,P0006,S002,124,134.0
2022-06-12,P0006,S002,79,136.81
